ID,Date,PrimaryType,Description,LocationDescription,Arrest,Domestic,CommunityArea,Year
12916798,12/4/2022 4:15,Theft,From Building,Apartment,FALSE,FALSE,29,2022
12963702,12/1/2022 0:00,Deceptive Practice,Financial Identity Theft Over $ 300,Nan,FALSE,FALSE,36,2022
12906197,11/26/2022 12:00,Motor Vehicle Theft,Theft / Recovery - Automobile,Street,FALSE,FALSE,61,2022
12894653,11/14/2022 15:45,Battery,Simple,School - Public Grounds,FALSE,FALSE,8,2022
12917593,11/29/2022 12:02,Deceptive Practice,Computer Fraud,Residence,FALSE,FALSE,12,2022
12932623,12/24/2022 21:09,Battery,"Agg. Domestic Battery - Hands, Fists, Feet, Serious Injury",Apartment,FALSE,TRUE,16,2022
12949944,11/18/2022 0:01,Deceptive Practice,Financial Identity Theft Over $ 300,Apartment,FALSE,FALSE,29,2022
12911728,12/4/2022 1:59,Criminal Damage,To Property,Apartment,FALSE,TRUE,69,2022
12907120,11/29/2022 13:48,Criminal Trespass,To Land,Restaurant,TRUE,FALSE,6,2022
12913603,12/4/2022 16:00,Motor Vehicle Theft,Automobile,Residence - Garage,FALSE,FALSE,32,2022
12932709,12/25/2022 14:00,Theft,$500 And Under,Residence,FALSE,FALSE,71,2022
12903012,11/24/2022 18:30,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,49,2022
12905628,11/25/2022 14:00,Deceptive Practice,Theft Of Lost / Mislaid Property,Grocery Food Store,FALSE,FALSE,15,2022
12909375,11/24/2022 14:00,Theft,From Building,Apartment,FALSE,FALSE,7,2022
12911090,12/3/2022 9:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,49,2022
12923849,12/15/2022 16:15,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,8,2022
12907336,11/29/2022 14:30,Battery,Simple,Apartment,FALSE,FALSE,43,2022
12931966,12/24/2022 8:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,15,2022
12930833,12/20/2022 21:52,Criminal Damage,To Property,Apartment,FALSE,FALSE,25,2022
12919232,12/11/2022 9:00,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,69,2022
12896538,11/18/2022 11:00,Other Offense,Telephone Threat,Residence,FALSE,FALSE,71,2022
12918780,12/10/2022 17:39,Battery,Domestic Battery Simple,Apartment,TRUE,TRUE,43,2022
12895105,11/16/2022 19:05,Criminal Trespass,To Residence,Apartment,TRUE,FALSE,68,2022
12898580,11/20/2022 15:30,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,22,2022
12930109,12/22/2022 0:18,Battery,Domestic Battery Simple,Apartment,FALSE,TRUE,23,2022
12927787,12/1/2022 12:10,Deceptive Practice,Credit Card Fraud,Restaurant,FALSE,FALSE,28,2022
12913192,12/5/2022 15:44,Other Offense,False / Stolen / Altered Trp,Street,TRUE,FALSE,44,2022
12935696,12/27/2022 14:00,Theft,Over $500,Street,FALSE,FALSE,76,2022
12902445,11/22/2022 21:40,Burglary,Forcible Entry,Apartment,FALSE,FALSE,7,2022
12931037,12/23/2022 2:40,Robbery,Armed - Handgun,Street,FALSE,FALSE,28,2022
27235,12/7/2022 4:13,Homicide,First Degree Murder,House,FALSE,FALSE,49,2022
12920125,12/11/2022 5:30,Theft,$500 And Under,Parking Lot / Garage (Non Residential),FALSE,FALSE,32,2022
12926969,12/18/2022 17:45,Battery,Domestic Battery Simple,Residence,TRUE,TRUE,76,2022
12922559,12/12/2022 17:30,Assault,Simple,Apartment,FALSE,TRUE,68,2022
12931297,12/23/2022 8:00,Theft,Over $500,Street,FALSE,FALSE,73,2022
12925771,12/13/2022 2:30,Criminal Damage,To Property,Apartment,FALSE,FALSE,22,2022
12919756,12/11/2022 14:30,Theft,$500 And Under,Apartment,FALSE,FALSE,27,2022
12914157,12/5/2022 22:00,Burglary,Forcible Entry,Residence - Garage,FALSE,FALSE,66,2022
12929868,12/20/2022 13:00,Theft,From Building,Residence - Porch / Hallway,FALSE,FALSE,3,2022
12933146,12/26/2022 12:22,Other Offense,Telephone Threat,Apartment,FALSE,TRUE,38,2022
12925013,12/15/2022 19:30,Deceptive Practice,Illegal Use Cash Card,Apartment,FALSE,FALSE,22,2022
12930267,12/21/2022 19:00,Theft,Over $500,Parking Lot / Garage (Non Residential),FALSE,FALSE,61,2022
12896416,11/14/2022 12:00,Theft,Over $500,Parking Lot / Garage (Non Residential),FALSE,FALSE,41,2022
12900201,11/22/2022 3:00,Theft,Over $500,Street,FALSE,FALSE,27,2022
12929228,12/20/2022 0:00,Theft,Over $500,Street,FALSE,FALSE,24,2022
12922545,12/14/2022 10:20,Criminal Damage,To Vehicle,Small Retail Store,FALSE,FALSE,25,2022
12933651,12/27/2022 4:00,Other Offense,Harassment By Electronic Means,Apartment,FALSE,TRUE,46,2022
12922859,12/13/2022 20:32,Criminal Damage,To Property,Small Retail Store,FALSE,FALSE,32,2022
12928512,12/20/2022 13:14,Assault,Simple,Sidewalk,FALSE,FALSE,31,2022
12898592,11/19/2022 18:11,Battery,Aggravated - Handgun,Street,FALSE,FALSE,42,2022
12909628,11/25/2022 14:09,Deceptive Practice,Credit Card Fraud,Small Retail Store,FALSE,FALSE,22,2022
12895821,11/17/2022 12:00,Theft,From Building,Library,FALSE,FALSE,25,2022
12918413,12/9/2022 20:30,Criminal Trespass,To Residence,Nursing / Retirement Home,FALSE,FALSE,15,2022
12902927,11/24/2022 15:00,Theft,Retail Theft,Convenience Store,FALSE,FALSE,25,2022
12935591,12/2/2022 0:01,Deceptive Practice,Illegal Use Cash Card,Apartment,FALSE,FALSE,66,2022
12891129,11/12/2022 17:33,Battery,Domestic Battery Simple,Apartment,FALSE,TRUE,58,2022
13025377,11/23/2022 9:30,Offense Involving Children,Endangering Life / Health Of Child,Apartment,FALSE,FALSE,39,2022
12918566,12/10/2022 0:05,Burglary,Forcible Entry,Restaurant,FALSE,FALSE,49,2022
12901252,11/19/2022 12:00,Deceptive Practice,Fraud Or Confidence Game,Residence,FALSE,FALSE,30,2022
12899512,11/18/2022 14:00,Deceptive Practice,Credit Card Fraud,Hotel / Motel,FALSE,FALSE,32,2022
12933358,12/26/2022 19:35,Assault,Simple,Parking Lot / Garage (Non Residential),FALSE,FALSE,29,2022
12907619,11/29/2022 18:54,Assault,Simple,Residence,TRUE,TRUE,51,2022
12922866,12/14/2022 16:10,Battery,Domestic Battery Simple,School - Private Grounds,FALSE,TRUE,28,2022
12921404,12/12/2022 0:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,39,2022
12928544,12/20/2022 15:13,Other Offense,Harassment By Electronic Means,Apartment,FALSE,FALSE,35,2022
12925295,12/17/2022 0:15,Robbery,Aggravated Vehicular Hijacking,Street,FALSE,FALSE,40,2022
12897186,11/18/2022 23:38,Theft,From Building,Residence,FALSE,FALSE,53,2022
12933821,12/27/2022 9:00,Motor Vehicle Theft,Automobile,Driveway - Residential,FALSE,FALSE,54,2022
12938708,12/30/2022 23:30,Criminal Damage,To Vehicle,Street,FALSE,FALSE,3,2022
12911455,12/3/2022 15:23,Criminal Damage,Criminal Defacement,Hotel / Motel,FALSE,FALSE,1,2022
12937554,12/30/2022 20:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,46,2022
12925848,12/17/2022 18:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,24,2022
12933855,12/26/2022 11:00,Criminal Damage,To Property,Apartment,FALSE,TRUE,71,2022
12902240,11/23/2022 13:00,Assault,Simple,Sidewalk,FALSE,FALSE,29,2022
12902197,11/23/2022 20:00,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,19,2022
12910695,12/2/2022 20:45,Battery,Simple,Street,FALSE,FALSE,25,2022
12956268,12/22/2022 10:00,Weapons Violation,Reckless Firearm Discharge,Street,FALSE,FALSE,12,2022
12899719,11/21/2022 18:44,Weapons Violation,Unlawful Use - Other Firearm,Street,FALSE,FALSE,51,2022
12892461,11/13/2022 12:57,Assault,Aggravated - Other Dangerous Weapon,Cta Station,FALSE,FALSE,29,2022
12907718,11/29/2022 20:00,Theft,$500 And Under,Street,FALSE,FALSE,24,2022
12910912,12/3/2022 0:45,Battery,Simple,Residence,FALSE,FALSE,34,2022
12895269,11/17/2022 3:00,Criminal Damage,To Property,Small Retail Store,FALSE,FALSE,17,2022
12895701,11/14/2022 7:00,Theft,Over $500,Street,FALSE,FALSE,19,2022
12895098,11/16/2022 19:33,Robbery,Strong Arm - No Weapon,Small Retail Store,TRUE,FALSE,8,2022
12891408,11/13/2022 0:00,Motor Vehicle Theft,Attempt - Automobile,Parking Lot / Garage (Non Residential),FALSE,FALSE,33,2022
12918645,12/10/2022 11:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,32,2022
12918385,12/10/2022 8:30,Motor Vehicle Theft,Automobile,Hospital Building / Grounds,FALSE,FALSE,4,2022
12906756,11/28/2022 20:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,61,2022
12930629,12/17/2022 18:40,Robbery,Aggravated Vehicular Hijacking,Street,FALSE,FALSE,29,2022
12910935,12/2/2022 10:00,Theft,$500 And Under,Airport Terminal Upper Level - Non-Secure Area,FALSE,FALSE,76,2022
12910120,11/29/2022 17:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,7,2022
12934608,12/28/2022 0:00,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,43,2022
12891106,11/12/2022 18:28,Battery,Aggravated - Handgun,Alley,TRUE,FALSE,29,2022
12918877,12/9/2022 10:30,Battery,Simple,School - Private Grounds,FALSE,FALSE,57,2022
12920968,12/10/2022 12:00,Burglary,Unlawful Entry,Apartment,FALSE,FALSE,69,2022
12923454,12/9/2022 11:00,Theft,$500 And Under,Vehicle Non-Commercial,FALSE,FALSE,43,2022
12905616,11/27/2022 17:00,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,5,2022
12941036,12/24/2022 17:45,Theft,Over $500,Grocery Food Store,FALSE,FALSE,6,2022
12922883,12/5/2022 12:24,Theft,From Building,Small Retail Store,FALSE,FALSE,2,2022
12936347,12/29/2022 13:30,Battery,"Aggravated P.O. - Hands, Fists, Feet, No / Minor Injury",Gas Station,TRUE,FALSE,44,2022
12910886,12/2/2022 21:30,Assault,Aggravated - Handgun,Apartment,FALSE,FALSE,43,2022
12922838,12/14/2022 14:24,Battery,Aggravated - Handgun,Vehicle Non-Commercial,FALSE,FALSE,25,2022
12930545,12/22/2022 5:00,Theft,$500 And Under,Street,FALSE,FALSE,5,2022
12937556,12/29/2022 19:30,Theft,Retail Theft,Small Retail Store,FALSE,FALSE,22,2022
12921569,12/13/2022 5:47,Battery,"Aggravated P.O. - Hands, Fists, Feet, No / Minor Injury",Residence,FALSE,FALSE,20,2022
12935937,12/29/2022 11:00,Battery,Domestic Battery Simple,Alley,FALSE,TRUE,61,2022
12894111,11/15/2022 20:00,Burglary,Unlawful Entry,Apartment,FALSE,FALSE,60,2022
12949420,12/28/2022 14:30,Theft,From Building,Residence - Yard (Front / Back),FALSE,FALSE,25,2022
12971851,11/19/2022 18:00,Theft,$500 And Under,Parking Lot / Garage (Non Residential),FALSE,FALSE,44,2022
12925321,12/17/2022 0:00,Criminal Damage,To Vehicle,Parking Lot / Garage (Non Residential),FALSE,FALSE,64,2022
12905427,11/27/2022 16:00,Battery,Aggravated Domestic Battery - Other Dangerous Weapon,Vehicle Non-Commercial,FALSE,TRUE,50,2022
12927132,12/18/2022 8:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,29,2022
12936840,12/28/2022 21:11,Theft,Over $500,Street,FALSE,FALSE,40,2022
12912131,12/4/2022 12:30,Theft,Retail Theft,Small Retail Store,FALSE,FALSE,61,2022
12978084,11/27/2022 10:25,Criminal Damage,To Vehicle,Parking Lot / Garage (Non Residential),FALSE,FALSE,1,2022
12949026,12/9/2022 15:40,Theft,$500 And Under,Residence,FALSE,FALSE,46,2022
12906267,11/18/2022 9:00,Deceptive Practice,Financial Identity Theft Over $ 300,Apartment,FALSE,FALSE,25,2022
12932302,12/25/2022 3:00,Motor Vehicle Theft,Automobile,Parking Lot / Garage (Non Residential),FALSE,FALSE,14,2022
12925770,12/17/2022 13:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,69,2022
12910444,12/2/2022 14:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,44,2022
12905430,11/26/2022 21:30,Motor Vehicle Theft,Theft / Recovery - Automobile,Street,FALSE,FALSE,3,2022
12917925,12/9/2022 20:42,Theft,Retail Theft,Department Store,FALSE,FALSE,21,2022
12920433,12/8/2022 12:00,Theft,Over $500,Residence - Porch / Hallway,FALSE,FALSE,35,2022
12919520,12/11/2022 14:15,Theft,Purse-Snatching,Sidewalk,FALSE,FALSE,29,2022
12915441,12/4/2022 13:52,Other Offense,Other Crime Involving Property,Residence - Garage,FALSE,FALSE,73,2022
12914290,12/6/2022 9:45,Theft,Over $500,Street,FALSE,FALSE,17,2022
12897912,11/17/2022 17:25,Theft,$500 And Under,Apartment,FALSE,FALSE,43,2022
12917549,12/9/2022 9:53,Theft,Retail Theft,Department Store,TRUE,FALSE,32,2022
12919005,12/10/2022 22:51,Weapons Violation,Unlawful Possession - Handgun,Street,TRUE,FALSE,22,2022
12896209,11/18/2022 0:38,Battery,"Agg. Domestic Battery - Hands, Fists, Feet, Serious Injury",Apartment,FALSE,TRUE,11,2022
12912333,12/4/2022 19:02,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,67,2022
12931270,12/23/2022 11:30,Battery,Simple,Apartment,FALSE,FALSE,8,2022
12899058,11/21/2022 0:01,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,27,2022
12934679,12/28/2022 8:30,Assault,Simple,Residence - Porch / Hallway,FALSE,FALSE,6,2022
12911543,12/3/2022 21:00,Battery,Domestic Battery Simple,Apartment,FALSE,TRUE,29,2022
12900657,11/17/2022 18:37,Theft,From Building,Airport Terminal Lower Level - Secure Area,FALSE,FALSE,76,2022
12896370,11/16/2022 15:00,Theft,Over $500,Cha Parking Lot / Grounds,FALSE,FALSE,30,2022
12930703,12/22/2022 14:30,Theft,Pocket-Picking,Small Retail Store,FALSE,FALSE,65,2022
12950199,12/29/2022 15:55,Theft,$500 And Under,Residence,FALSE,FALSE,57,2022
12895616,11/15/2022 16:10,Theft,Retail Theft,Tavern / Liquor Store,FALSE,FALSE,8,2022
12919004,12/11/2022 1:27,Public Peace Violation,Reckless Conduct,Street,FALSE,FALSE,56,2022
12912262,12/4/2022 15:35,Criminal Trespass,To Land,Department Store,FALSE,FALSE,22,2022
12921894,12/13/2022 2:30,Theft,$500 And Under,Street,FALSE,FALSE,54,2022
12918937,12/10/2022 7:30,Robbery,Attempt Armed - Handgun,Alley,FALSE,FALSE,24,2022
12902006,11/23/2022 21:53,Theft,Retail Theft,Department Store,FALSE,FALSE,25,2022
12905565,11/27/2022 21:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,70,2022
12920475,12/6/2022 12:00,Deceptive Practice,Fraud Or Confidence Game,Residence,FALSE,FALSE,67,2022
12905149,11/27/2022 1:03,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,66,2022
12914644,12/6/2022 21:00,Robbery,Armed - Handgun,Hotel / Motel,FALSE,FALSE,44,2022
12892629,11/14/2022 10:33,Criminal Damage,To Vehicle,Street,FALSE,FALSE,28,2022
12922548,12/13/2022 20:00,Theft,Over $500,Street,FALSE,FALSE,22,2022
12947114,12/23/2022 14:14,Theft,$500 And Under,Residence - Porch / Hallway,FALSE,FALSE,64,2022
12902239,11/24/2022 7:45,Theft,$500 And Under,Apartment,FALSE,TRUE,26,2022
12928698,12/20/2022 10:00,Theft,Over $500,School - Public Building,FALSE,FALSE,31,2022
12897687,11/18/2022 0:00,Deceptive Practice,Financial Identity Theft Over $ 300,Apartment,FALSE,FALSE,38,2022
12932674,12/24/2022 21:50,Robbery,Armed - Handgun,Convenience Store,FALSE,FALSE,50,2022
12918250,12/9/2022 15:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,60,2022
12903616,11/26/2022 1:10,Battery,Aggravated - Handgun,Sidewalk,FALSE,FALSE,19,2022
12902585,11/24/2022 16:05,Burglary,Attempt Forcible Entry,Residence,FALSE,FALSE,59,2022
12941657,12/24/2022 14:00,Theft,Over $500,Street,FALSE,FALSE,20,2022
12930931,12/22/2022 20:00,Criminal Damage,To Property,Apartment,FALSE,FALSE,43,2022
12917244,12/8/2022 15:45,Criminal Trespass,To Land,Commercial / Business Office,FALSE,FALSE,37,2022
12950475,12/1/2022 7:00,Battery,Domestic Battery Simple,Apartment,FALSE,TRUE,61,2022
12901878,11/23/2022 18:23,Theft,$500 And Under,Department Store,FALSE,FALSE,8,2022
27273,12/29/2022 20:00,Homicide,First Degree Murder,Basement,FALSE,FALSE,43,2022
12930765,12/22/2022 12:28,Other Offense,Telephone Threat,School - Public Grounds,FALSE,FALSE,43,2022
12894844,11/16/2022 16:35,Assault,Simple,Medical / Dental Office,FALSE,FALSE,72,2022
12933626,12/27/2022 4:19,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,15,2022
12902142,11/24/2022 3:09,Battery,Simple,Hotel / Motel,FALSE,FALSE,7,2022
12915482,12/7/2022 17:45,Other Offense,Telephone Threat,Apartment,FALSE,FALSE,3,2022
12937318,12/30/2022 21:09,Robbery,Armed - Handgun,Gas Station,FALSE,FALSE,25,2022
12988022,12/1/2022 0:01,Deceptive Practice,Financial Identity Theft Over $ 300,Apartment,FALSE,FALSE,33,2022
12912649,12/4/2022 23:21,Battery,Domestic Battery Simple,Apartment,TRUE,TRUE,66,2022
12895304,11/16/2022 22:00,Theft,$500 And Under,Street,FALSE,FALSE,23,2022
12911703,12/4/2022 0:00,Weapons Violation,Unlawful Possession - Handgun,Alley,TRUE,FALSE,30,2022
12937614,12/30/2022 22:45,Criminal Damage,To Vehicle,Street,FALSE,FALSE,43,2022
12926136,12/17/2022 23:35,Narcotics,Found Suspect Narcotics,Residence - Porch / Hallway,TRUE,FALSE,25,2022
12928915,12/20/2022 18:00,Theft,$500 And Under,Residence,FALSE,FALSE,53,2022
12907581,11/29/2022 17:45,Criminal Damage,To Vehicle,Street,FALSE,FALSE,23,2022
12922760,12/10/2022 9:06,Theft,Retail Theft,Small Retail Store,FALSE,FALSE,28,2022
12926922,12/17/2022 2:16,Criminal Damage,To Vehicle,Street,TRUE,FALSE,7,2022
12924019,12/15/2022 17:40,Theft,Over $500,Street,FALSE,FALSE,32,2022
12939510,12/29/2022 1:00,Motor Vehicle Theft,Automobile,Vacant Lot / Land,FALSE,FALSE,40,2022
12935630,12/28/2022 18:00,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,44,2022
12921029,12/12/2022 18:00,Criminal Damage,To Property,Apartment,FALSE,FALSE,46,2022
12925429,12/16/2022 23:45,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,27,2022
12914412,11/19/2022 1:20,Battery,Simple,Street,FALSE,FALSE,19,2022
12924752,12/16/2022 13:04,Assault,Simple,Apartment,FALSE,FALSE,46,2022
12917647,12/8/2022 22:30,Criminal Damage,To Property,Residence,FALSE,FALSE,4,2022
12933091,12/26/2022 11:18,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,49,2022
12954157,12/4/2022 6:00,Criminal Trespass,To Land,Apartment,TRUE,FALSE,7,2022
12905531,11/27/2022 20:00,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,49,2022
12918777,12/10/2022 14:48,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,71,2022
12911798,12/4/2022 2:35,Battery,Aggravated - Other Dangerous Weapon,Sidewalk,TRUE,FALSE,9,2022
12911928,11/21/2022 23:30,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,23,2022
12903803,11/25/2022 1:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,49,2022
12903233,11/25/2022 12:00,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,45,2022
12910679,12/2/2022 19:45,Assault,Aggravated - Handgun,Street,FALSE,FALSE,29,2022
12916324,12/5/2022 10:00,Theft,Over $500,Street,FALSE,FALSE,32,2022
12901009,11/22/2022 20:45,Assault,Simple,Bar Or Tavern,FALSE,FALSE,6,2022
12926417,12/17/2022 10:30,Criminal Trespass,To Residence,Apartment,FALSE,FALSE,3,2022
12902137,11/24/2022 0:30,Theft,$500 And Under,Street,FALSE,FALSE,34,2022
12910108,12/2/2022 8:30,Motor Vehicle Theft,"Cycle, Scooter, Bike With Vin",Driveway - Residential,FALSE,FALSE,24,2022
12897634,11/19/2022 12:03,Weapons Violation,Unlawful Possession - Handgun,Sidewalk,TRUE,FALSE,63,2022
12927606,12/19/2022 16:15,Criminal Trespass,To Land,Apartment,TRUE,FALSE,6,2022
12937504,12/30/2022 23:45,Offense Involving Children,Child Abandonment,Residence,FALSE,TRUE,27,2022
12892878,11/14/2022 16:25,Battery,Simple,Medical / Dental Office,FALSE,FALSE,8,2022
12931120,12/23/2022 2:00,Criminal Damage,To Vehicle,Street,FALSE,FALSE,63,2022
12931732,12/23/2022 19:00,Battery,Domestic Battery Simple,Apartment,FALSE,TRUE,15,2022
12939500,12/28/2022 21:00,Burglary,Forcible Entry,Residence,FALSE,FALSE,22,2022
12918824,12/8/2022 9:57,Deceptive Practice,Fraud Or Confidence Game,Other (Specify),FALSE,FALSE,32,2022
12912618,12/5/2022 1:13,Narcotics,Possess - Crack,Street,TRUE,FALSE,51,2022
12910090,12/1/2022 8:00,Deceptive Practice,Fraud Or Confidence Game,Residence,FALSE,FALSE,56,2022
12915943,12/8/2022 3:10,Assault,Aggravated - Handgun,Street,FALSE,FALSE,68,2022
12940533,12/21/2022 16:00,Motor Vehicle Theft,Attempt - Automobile,Vehicle Non-Commercial,FALSE,FALSE,71,2022
12926133,12/18/2022 0:29,Criminal Damage,To Property,Bar Or Tavern,FALSE,FALSE,19,2022
12911366,12/3/2022 3:00,Battery,Aggravated - Knife / Cutting Instrument,Residence,FALSE,TRUE,44,2022
12925045,12/16/2022 19:15,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,53,2022
12927921,12/19/2022 18:40,Criminal Damage,To Property,Apartment,FALSE,FALSE,25,2022
12898311,11/17/2022 0:00,Motor Vehicle Theft,Attempt - Automobile,Parking Lot / Garage (Non Residential),FALSE,FALSE,43,2022
12901143,11/22/2022 20:30,Motor Vehicle Theft,Automobile,Street,FALSE,FALSE,51,2022
12924039,12/15/2022 17:16,Theft,Retail Theft,Drug Store,FALSE,FALSE,77,2022
12907615,11/29/2022 22:00,Criminal Damage,To Property,Residence,FALSE,FALSE,14,2022
12921762,12/13/2022 14:30,Theft,Over $500,Sidewalk,FALSE,FALSE,22,2022
12892883,11/14/2022 6:00,Theft,Over $500,Street,FALSE,FALSE,24,2022
12936638,12/29/2022 16:30,Motor Vehicle Theft,Automobile,Street,TRUE,FALSE,39,2022
12891890,11/12/2022 21:30,Theft,Over $500,Restaurant,FALSE,FALSE,8,2022
12900703,11/21/2022 0:00,Deceptive Practice,Credit Card Fraud,Atm (Automatic Teller Machine),FALSE,FALSE,32,2022
12917109,12/8/2022 23:30,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,43,2022
12914727,12/7/2022 0:17,Battery,Aggravated - Other Dangerous Weapon,Apartment,FALSE,FALSE,13,2022
12911999,12/3/2022 23:30,Criminal Damage,To Vehicle,Residence,FALSE,TRUE,48,2022
12918451,12/10/2022 13:15,Other Offense,Harassment By Electronic Means,Apartment,FALSE,FALSE,30,2022
12896139,11/17/2022 22:20,Criminal Damage,To Vehicle,Street,FALSE,FALSE,8,2022
12898063,11/19/2022 22:56,Assault,Simple,Apartment,FALSE,TRUE,27,2022
12905790,11/27/2022 16:00,Theft,Over $500,Street,FALSE,FALSE,39,2022
12922066,12/10/2022 14:00,Criminal Damage,To Property,Medical / Dental Office,FALSE,FALSE,24,2022
12895993,11/17/2022 17:00,Theft,Retail Theft,Small Retail Store,FALSE,FALSE,7,2022
12899798,11/16/2022 9:25,Theft,From Building,Residence,FALSE,FALSE,8,2022
12933105,12/23/2022 15:00,Deceptive Practice,Forgery,Residence,FALSE,FALSE,12,2022
12933463,12/26/2022 20:52,Weapons Violation,Unlawful Possession - Handgun,Sidewalk,TRUE,FALSE,26,2022
12920044,12/11/2022 0:22,Criminal Damage,To Vehicle,Street,FALSE,FALSE,71,2022
12929885,12/21/2022 13:00,Motor Vehicle Theft,Automobile,Residence,FALSE,FALSE,35,2022
12915256,12/7/2022 5:30,Robbery,Armed - Handgun,Apartment,FALSE,FALSE,24,2022
12937070,12/29/2022 22:00,Criminal Damage,To Vehicle,Parking Lot / Garage (Non Residential),FALSE,FALSE,32,2022
12911425,12/3/2022 15:55,Battery,Simple,Residence,TRUE,FALSE,67,2022
12923283,12/14/2022 23:45,Battery,Domestic Battery Simple,Apartment,TRUE,TRUE,46,2022
12896125,11/17/2022 20:32,Battery,Domestic Battery Simple,Apartment,FALSE,TRUE,6,2022
12933796,12/26/2022 22:26,Other Offense,Harassment By Electronic Means,Apartment,FALSE,TRUE,11,2022
12894172,11/15/2022 21:25,Assault,Aggravated - Handgun,Restaurant,TRUE,FALSE,35,2022
12905376,11/27/2022 19:44,Theft,Retail Theft,Department Store,TRUE,FALSE,20,2022
12943423,12/30/2022 18:10,Theft,From Building,Restaurant,FALSE,FALSE,32,2022
12916837,12/5/2022 15:05,Theft,Retail Theft,Small Retail Store,FALSE,FALSE,8,2022
12903806,11/26/2022 6:47,Deceptive Practice,Theft Of Labor / Services,Street,FALSE,FALSE,44,2022
12909088,11/26/2022 12:00,Other Offense,Abuse / Neglect - Care Facility,Nursing / Retirement Home,FALSE,FALSE,22,2022
12924607,12/9/2022 9:00,Theft,$500 And Under,Residence,FALSE,FALSE,49,2022
12929932,12/21/2022 16:47,Theft,Retail Theft,Small Retail Store,TRUE,FALSE,32,2022
12912982,12/4/2022 19:00,Motor Vehicle Theft,Attempt - Automobile,Street,FALSE,FALSE,3,2022
12925289,12/16/2022 21:25,Theft,Over $500,Parking Lot / Garage (Non Residential),FALSE,FALSE,28,2022
12914892,12/7/2022 7:06,Weapons Violation,Unlawful Possession - Handgun,Street,TRUE,FALSE,23,2022
12927173,12/18/2022 16:50,Assault,Aggravated - Handgun,Sidewalk,FALSE,FALSE,38,2022
12895169,11/16/2022 23:30,Battery,Domestic Battery Simple,Residence,FALSE,TRUE,53,2022
12893751,11/15/2022 14:43,Narcotics,Possess - Cannabis More Than 30 Grams,Street,TRUE,FALSE,73,2022
12900654,11/22/2022 12:00,Deceptive Practice,Illegal Use Cash Card,Apartment,FALSE,FALSE,71,2022
12908859,11/28/2022 12:15,Battery,Simple,Street,FALSE,FALSE,28,2022
12896164,11/17/2022 21:17,Assault,Aggravated - Knife / Cutting Instrument,Apartment,FALSE,TRUE,29,2022
12899496,11/20/2022 18:15,Assault,Simple,Apartment,FALSE,TRUE,29,2022
12937664,12/29/2022 1:00,Battery,Simple,Gas Station,FALSE,FALSE,73,2022
12937351,12/30/2022 17:57,Battery,Simple,Residence,FALSE,FALSE,66,2022
12920061,12/12/2022 0:43,Weapons Violation,Unlawful Possession - Handgun,Street,TRUE,FALSE,25,2022
12898789,11/20/2022 17:54,Battery,Domestic Battery Simple,Residence,TRUE,TRUE,30,2022
12894286,11/16/2022 3:59,Burglary,Forcible Entry,Commercial / Business Office,FALSE,FALSE,42,2022
12909549,11/24/2022 0:10,Battery,Simple,Sidewalk,FALSE,FALSE,6,2022
12932520,12/25/2022 15:30,Other Offense,Telephone Threat,Apartment,FALSE,TRUE,27,2022
12907345,11/29/2022 14:34,Assault,Simple,Restaurant,FALSE,FALSE,10,2022
